match_frac,trial,latency_ms
1.0,51,76.73445902764797
1.0,52,78.15021299757063
1.0,53,76.90990110859275
1.0,54,75.91315708123147
1.0,55,77.30887900106609
1.0,56,77.55782501772046
1.0,57,75.40723495185375
1.0,58,75.36589098162949
1.0,59,77.44008000008762
1.0,60,76.18127204477787
1.0,61,76.12999086268246
1.0,62,81.50441199541092
1.0,63,79.49817413464189
1.0,64,75.69958898238838
1.0,65,75.32190601341426
1.0,66,77.32767891138792
1.0,67,75.83944499492645
1.0,68,75.67438902333379
1.0,69,77.65512214973569
1.0,70,76.32850389927626
1.0,71,76.485482044518
1.0,72,77.20724702812731
1.0,73,76.5320269856602
1.0,74,74.18919401243329
1.0,75,76.49116218090057
1.0,76,73.68866284377873
1.0,77,73.96874506957829
1.0,78,76.15781505592167
1.0,79,74.62231698445976
1.0,80,76.06719108298421
1.0,81,75.54136286489666
1.0,82,74.62919712997973
1.0,83,76.73209090717137
1.0,84,74.54143697395921
1.0,85,74.14770592004061
1.0,86,76.55664999037981
1.0,87,74.56642901524901
1.0,88,74.42969200201333
1.0,89,75.71653299964964
1.0,90,80.68247116170824
1.0,91,78.08622904121876
1.0,92,78.09448498301208
1.0,93,77.97584403306246
1.0,94,77.37403200007975
1.0,95,76.27376797609031
1.0,96,78.53303197771311
1.0,97,79.89033707417548
1.0,98,77.4178400170058
1.0,99,77.57413014769554
