wall_clock_latency,server_e2e_latency,prompt_tokens,cached_tokens,cached_tokens_device,cached_tokens_host,completion_tokens,request_id,prompt_char_len,trial,probed_digit,ground_truth_pin,ground_truth_digit1
0.08841649699024856,0.08461117115803063,192,185,185,0,1,0b190895e0334ee288533c2c0c55b9a9,1108,0,0,001981,0
0.07782484707422554,0.07457746099680662,192,181,181,0,1,9448b8b060ea44d8ad0475724b000e3f,1108,0,1,001981,0
0.07790980697609484,0.07450453191995621,192,181,181,0,1,d996b8a274c44469aa1d881cb0e75516,1108,0,2,001981,0
0.07726058596745133,0.07373550301417708,192,181,181,0,1,086b6f889022421bac83345f4207b80a,1108,0,3,001981,0
0.07706820103339851,0.0735123329795897,192,181,181,0,1,b888c18efde54e979a5cd356a8f3a499,1108,0,4,001981,0
0.07724253903143108,0.07355358102358878,192,181,181,0,1,b19854b7e172499b9445dcaa9f02baf6,1108,0,5,001981,0
0.0775405247695744,0.07399308891035616,192,181,181,0,1,10849449ab174547bc912c2d661202e5,1108,0,6,001981,0
0.0771393368486315,0.07335279602557421,192,181,181,0,1,423f6dfbd15043ba95f02245f96bc856,1108,0,7,001981,0
0.0768227600492537,0.0732273559551686,192,181,181,0,1,d20598834fb5490cb6c249086f8c4b00,1108,0,8,001981,0
0.07759545394219458,0.0744559089653194,192,181,181,0,1,6ef1c0d7746b4e26ab2b7d53fa96d234,1108,0,9,001981,0
0.07785323192365468,0.07412110595032573,192,181,181,0,1,f72bfc593bb44bf8a8ba55d261300ce4,1108,1,0,288096,2
0.08070118981413543,0.07592864008620381,192,181,181,0,1,f208cdae39c34ac69a4fbcaaae331c3e,1108,1,1,288096,2
0.07646139687858522,0.07275231112726033,192,183,183,0,1,d3be1021d6764b6ca8d4af514f0c2fa7,1108,1,2,288096,2
0.07680789497680962,0.07311145006678998,192,181,181,0,1,73b8db88b8a446fb9a676b39858733ee,1108,1,3,288096,2
0.07713698595762253,0.07353842887096107,192,181,181,0,1,2d3ada0f524f41a1b8e3ed2b47ddc3f6,1108,1,4,288096,2
