wall_clock_latency,server_e2e_latency,prompt_tokens,cached_tokens,cached_tokens_device,cached_tokens_host,completion_tokens,request_id,prompt_char_len,request_index,condition,label
0.2792390766553581,0.2355025797151029,191,0,,,1,2ed39472b3ec4dcdbd595d405c4d87e1,1146,0,salted,salted
0.10258348193019629,0.08019865490496159,191,189,189,0,1,f598ceaa7778462bb9813c9efbf5f6f8,1146,1,salted,salted
0.08155936608090997,0.07824581395834684,191,189,189,0,1,2dbd7bb253f74ea281490ea4d60934b4,1146,2,salted,salted
0.09006566274911165,0.08686239924281836,191,189,189,0,1,71bef8c0184f41a393bd7e1e8de421f4,1146,3,salted,salted
0.09220207296311855,0.08900912990793586,191,189,189,0,1,6ed1a62f697f44a89205a3bc744669b3,1146,4,salted,salted
0.0893987319432199,0.08617468364536762,191,189,189,0,1,83004c3d1edb440996a9db43ae19dcf6,1146,5,salted,salted
0.09320577420294285,0.08852058369666338,191,190,190,0,1,ba70ccfaac6b4971aa82b1eb28d56dfb,1146,6,salted,salted
0.08141371794044971,0.07816643780097365,191,190,190,0,1,b8bd9416edca41a08ec69bfd34680fcf,1146,7,salted,salted
0.09335110289976001,0.09019585605710745,191,190,190,0,1,e8c131718f7a4114811cee72eb818d63,1146,8,salted,salted
0.08173850271850824,0.0783909521996975,191,189,189,0,1,798c70f9c5e04d9e89abc9e597cf9823,1146,9,salted,salted
0.09189029736444354,0.08881901716813445,191,190,190,0,1,9b74787cdfc2445b916b72632a122b71,1146,10,salted,salted
0.08295819023624063,0.07971972599625587,191,190,190,0,1,4f23c3e1ed8d4886b622fde11f15bd9d,1146,11,salted,salted
0.08210332179442048,0.07894501881673932,191,190,190,0,1,0cbd054631f74a749bf09f15f2b5f24e,1146,12,salted,salted
0.08114522090181708,0.07790786167606711,191,189,189,0,1,d22e92b171ad48b188ed0ea96a25db29,1146,13,salted,salted
0.0937117449939251,0.0905049298889935,191,190,190,0,1,713dbd99e2d4402ea566454331525458,1146,14,salted,salted
0.08309071883559227,0.07976702274754643,191,190,190,0,1,b791a79a239f46c09b457c3ab6f018a2,1146,15,salted,salted
0.08216904988512397,0.07894647493958473,191,189,189,0,1,5e99e8c252874a86adb2a3ab2d865661,1146,16,salted,salted
0.09313623933121562,0.08997995220124722,191,190,190,0,1,4bed8f2efbf448fd993b31bba71114a4,1146,17,salted,salted
0.08089758874848485,0.07773485407233238,191,190,190,0,1,6cb071bcb2624a3693c1881ca43f545e,1146,18,salted,salted
0.08211605902761221,0.07902764528989792,191,190,190,0,1,b58d83c38e4a42a4bee5ac1aca51aaca,1146,19,salted,salted
0.08202914707362652,0.07880813907831907,191,190,190,0,1,5845c298d92e458198955d3a47a3776d,1146,20,salted,salted
0.09201416978612542,0.08904297184199095,191,190,190,0,1,ec24734931c14e63980bf9ce6c4886c2,1146,21,salted,salted
0.09013510588556528,0.08687137812376022,191,190,190,0,1,11e8e72eb248478cafc8db22cc052218,1146,22,salted,salted
0.08128527225926518,0.07819437608122826,191,190,190,0,1,7333c2d5bd014d80940c83f6a9cdf57e,1146,23,salted,salted
0.08079254906624556,0.07748272502794862,191,190,190,0,1,276f693743eb46cdbcf43f7c1df4d2b0,1146,24,salted,salted
0.08016165113076568,0.07697577914223075,191,190,190,0,1,554ca8e60d3543108956e6fb829e2562,1146,25,salted,salted
0.08493906492367387,0.08182575507089496,191,190,190,0,1,0e3d1ece8bf64c8d8cf127696d496430,1146,26,salted,salted
0.08993105823174119,0.0870226756669581,191,189,189,0,1,67f536957a2148eebc7958abcc210c4c,1146,27,salted,salted
0.09118869621306658,0.08838839503005147,191,190,190,0,1,64d096177a3e41018ca4e313a2d35616,1146,28,salted,salted
0.07974676880985498,0.0771373650059104,191,190,190,0,1,b51fef7ea5d5431aad667464fb04349f,1146,29,salted,salted
0.0811435910873115,0.07821890572085977,191,190,190,0,1,f604308e51064e4d96086b8112d0b195,1146,30,salted,salted
0.08180506713688374,0.07891986891627312,191,190,190,0,1,a26556bd380349589a17ad618c5300b6,1146,31,salted,salted
0.08013245183974504,0.07707323599606752,191,190,190,0,1,c54f7316918343e99d42535094fd83f3,1146,32,salted,salted
0.08287545572966337,0.08002061117440462,191,190,190,0,1,c1b4edc0cf7845aeb7d87907a65be346,1146,33,salted,salted
0.0902735241688788,0.08755165478214622,191,190,190,0,1,3ddff11c35a84ef0a3bd0a3f1266c38e,1146,34,salted,salted
0.0893116476945579,0.08629510598257184,191,190,190,0,1,1a364f1a370149d7b9f305ee33df5120,1146,35,salted,salted
