wall_clock_latency,server_e2e_latency,prompt_tokens,cached_tokens,cached_tokens_device,cached_tokens_host,completion_tokens,request_id,prompt_char_len,request_index,condition,label
0.09914829675108194,0.09622877324000001,191,0,,,1,8243fe055a6241feb9be95ab607cae3b,1146,42,unsalted,disable_radix
0.10571480682119727,0.10272040218114853,191,0,,,1,2fc82316e1ed406bbe216e0d8a532b3d,1146,43,unsalted,disable_radix
0.09782748809084296,0.09462173795327544,191,0,,,1,be63b3836bf14dd6b6b649c45ba0a5c8,1146,44,unsalted,disable_radix
0.09903736785054207,0.09585832292214036,191,0,,,1,3d62598c027245698c8700115f9ec86b,1146,45,unsalted,disable_radix
0.09774135984480381,0.09457751410081983,191,0,,,1,7765866e138949f1a17452c2ae69cd15,1146,46,unsalted,disable_radix
0.10861343378201127,0.10515792202204466,191,0,,,1,4e59bff474144876a50f40e826efa388,1146,47,unsalted,disable_radix
0.10116411978378892,0.09784534387290478,191,0,,,1,b03b5a78d4c443ce8178da3258d62929,1146,48,unsalted,disable_radix
0.10656217206269503,0.10342299891635776,191,0,,,1,456feb74744047d496a26f3f660784be,1146,49,unsalted,disable_radix
0.09799145674332976,0.0948983640410006,191,0,,,1,0517c53ab6c64fc385f256551d5d6470,1146,50,unsalted,disable_radix
0.0975289260968566,0.09424258396029472,191,0,,,1,a6ac37a763254261a41874a9d9647cef,1146,51,unsalted,disable_radix
0.09818939538672566,0.0950858686119318,191,0,,,1,0be93a340c524162b1ffd0cd75803ec5,1146,52,unsalted,disable_radix
0.09628117410466075,0.09318305598571897,191,0,,,1,eae6d4923dc14d749139064510d5b426,1146,53,unsalted,disable_radix
0.10792030999436975,0.10475048096850514,191,0,,,1,ea4c344a8553476f9789b6d763a7e7e9,1146,54,unsalted,disable_radix
0.09860005415976048,0.09551279991865158,191,0,,,1,9e73d81e20b34b08919097b77ed2a3a7,1146,55,unsalted,disable_radix
0.09830904426053166,0.09502791799604893,191,0,,,1,f8d8183d5401402988060cd7b8ee8423,1146,56,unsalted,disable_radix
0.09566979389637709,0.09261740511283278,191,0,,,1,3b972fed98814063a473f254b22dc29e,1146,57,unsalted,disable_radix
0.09863214986398816,0.09536028793081641,191,0,,,1,b26781de8fd24b88a8342f45fd83e3d6,1146,58,unsalted,disable_radix
0.09905916219577193,0.09600470867007971,191,0,,,1,869b8f0df3ff4ff886ca7bb28822b407,1146,59,unsalted,disable_radix
